Metric,Score
F1,0.8877721943048577
F2,0.9298245614035088
AUC-ROC,0.9700693131695023
AUC-PR,0.9734878683811707
Accuracy,0.8786231884057971
Precision,0.8255451713395638
Recall,0.9601449275362319
Sensitivity,0.9601449275362319
Specificity,0.7971014492753623
FPR,0.20289855071728627
FNR,0.03985507246232409
