Metric,Score
F1,0.9151927437641724
AUC-ROC,0.9670756997523443
AUC-PR,0.9690833086852437
Accuracy,0.9152311876699909
Precision,0.9156079854809437
Recall,0.914777878513146
Sensitivity,0.914777878513146
Specificity,0.915684496826836
FPR,0.0843155031731641
FNR,0.08522212148685404
