Metric,Score
F1,0.9054494643688868
AUC-ROC,0.965396853056323
AUC-PR,0.9665423310938362
Accuracy,0.9079782411604714
Precision,0.9310344827586207
Recall,0.8812330009066183
Sensitivity,0.8812330009066183
Specificity,0.9347234814143246
FPR,0.06527651858567543
FNR,0.11876699909338169
