Metric,Score
F1,0.9110287303058388
AUC-ROC,0.9680817748348073
AUC-PR,0.9670954667031566
Accuracy,0.9129646418857661
Precision,0.9317535545023696
Recall,0.8912058023572076
Sensitivity,0.8912058023572076
Specificity,0.9347234814143246
FPR,0.06527651858567543
FNR,0.10879419764279238
