Metric,Score
F1,0.9070735090152566
AUC-ROC,0.9605468971543034
AUC-PR,0.9646909746811325
Accuracy,0.9088848594741614
Precision,0.9254716981132075
Recall,0.8893925657298277
Sensitivity,0.8893925657298277
Specificity,0.928377153218495
FPR,0.07162284678150499
FNR,0.11060743427017226
