Metric,Score
F1,0.9124594719777674
AUC-ROC,0.9674690060652191
AUC-PR,0.9673098409001675
Accuracy,0.914324569356301
Precision,0.9327651515151515
Recall,0.8930190389845875
Sensitivity,0.8930190389845875
Specificity,0.9356300997280145
FPR,0.0643699002719855
FNR,0.10698096101541252
