Metric,Score
F1,0.911484339536995
AUC-ROC,0.967600519147894
AUC-PR,0.9687056494073533
Accuracy,0.9116047144152312
Precision,0.9127272727272727
Recall,0.9102447869446962
Sensitivity,0.9102447869446962
Specificity,0.9129646418857661
FPR,0.08703535811423391
FNR,0.08975521305530372
