Metric,Score
F1,0.9100719424460432
AUC-ROC,0.9674766330602813
AUC-PR,0.9664553041677422
Accuracy,0.9094202898550725
Precision,0.9035714285714286
Recall,0.9166666666666666
Sensitivity,0.9166666666666666
Specificity,0.9021739130434783
FPR,0.09782608695297731
FNR,0.08333333333031401
