Metric,Score
F1,0.8708609271523179
F2,0.9182960893854749
AUC-ROC,0.9650939928586432
AUC-PR,0.9683708937488028
Accuracy,0.8586956521739131
Precision,0.801829268292683
Recall,0.9528985507246377
Sensitivity,0.9528985507246377
Specificity,0.7644927536231884
FPR,0.23550724636827872
FNR,0.04710144927365574
