Metric,Score
F1,0.9050576752440106
AUC-ROC,0.963084277693162
AUC-PR,0.962895166424474
Accuracy,0.9029918404351768
Precision,0.8861859252823632
Recall,0.9247506799637353
Sensitivity,0.9247506799637353
Specificity,0.8812330009066183
FPR,0.11876699909338169
FNR,0.07524932003626474
