Metric,Score
F1,0.912568306010929
AUC-ROC,0.9660634599941313
AUC-PR,0.9665376157414108
Accuracy,0.9129646418857661
Precision,0.9167429094236048
Recall,0.9084315503173164
Sensitivity,0.9084315503173164
Specificity,0.9174977334542158
FPR,0.08250226654578423
FNR,0.09156844968268359
