Metric,Score
F1,0.8911222780569514
F2,0.9333333333333333
AUC-ROC,0.9682839739550515
AUC-PR,0.9725040029494119
Accuracy,0.8822463768115942
Precision,0.8286604361370716
Recall,0.9637681159420289
Sensitivity,0.9637681159420289
Specificity,0.8007246376811594
FPR,0.19927536231162046
FNR,0.03623188405665827
