Metric,Score
F1,0.8991406603346902
AUC-ROC,0.9594265700812669
AUC-PR,0.9632306804813625
Accuracy,0.8989120580235721
Precision,0.8971119133574007
Recall,0.9011786038077969
Sensitivity,0.9011786038077969
Specificity,0.8966455122393472
FPR,0.10335448775971574
FNR,0.09882139619130716
