Metric,Score
F1,0.9056780854059128
AUC-ROC,0.9668911704582163
AUC-PR,0.9657763053641459
Accuracy,0.9088848594741614
Precision,0.938715953307393
Recall,0.8748866727107888
Sensitivity,0.8748866727107888
Specificity,0.942883046237534
FPR,0.057116953762466005
FNR,0.12511332728921123
