Metric,Score
F1,0.9111318989710009
AUC-ROC,0.9679321787032645
AUC-PR,0.9671847236407314
Accuracy,0.9138712601994561
Precision,0.9410628019323671
Recall,0.8830462375339981
Sensitivity,0.8830462375339981
Specificity,0.9446962828649139
FPR,0.05530371713508613
FNR,0.11695376246600181
