Metric,Score
F1,0.9037458511142722
AUC-ROC,0.9672565302410224
AUC-PR,0.9665811014755042
Accuracy,0.9079782411604714
Precision,0.9473161033797217
Recall,0.8640072529465095
Sensitivity,0.8640072529465095
Specificity,0.9519492293744334
FPR,0.04805077062556664
FNR,0.1359927470534905
