Metric,Score
F1,0.9072356215213359
AUC-ROC,0.9662726479912609
AUC-PR,0.9668037584328819
Accuracy,0.9093381686310064
Precision,0.9287749287749287
Recall,0.886672710788758
Sensitivity,0.886672710788758
Specificity,0.9320036264732547
FPR,0.06799637352674524
FNR,0.11332728921124206
