Metric,Score
F1,0.9078341013824884
AUC-ROC,0.9621193004490352
AUC-PR,0.9664433472282765
Accuracy,0.9093381686310064
Precision,0.9231490159325211
Recall,0.8930190389845875
Sensitivity,0.8930190389845875
Specificity,0.9256572982774252
FPR,0.0743427017225748
FNR,0.10698096101541252
