Metric,Score
F1,0.9060925332111773
AUC-ROC,0.9619984728043274
AUC-PR,0.9663060360690326
Accuracy,0.9070716228467816
Precision,0.9157407407407407
Recall,0.8966455122393472
Sensitivity,0.8966455122393472
Specificity,0.9174977334542158
FPR,0.08250226654578423
FNR,0.10335448776065277
