Metric,Score
F1,0.9048263419034731
AUC-ROC,0.965691113578808
AUC-PR,0.9658432316056645
Accuracy,0.9043517679057117
Precision,0.900359066427289
Recall,0.9093381686310064
Sensitivity,0.9093381686310064
Specificity,0.899365367180417
FPR,0.10063463281958296
FNR,0.09066183136899365
