Metric,Score
F1,0.9068212215782434
AUC-ROC,0.9656742634650902
AUC-PR,0.9674335158141814
Accuracy,0.9052583862194016
Precision,0.8921052631578947
Recall,0.9220308250226654
Sensitivity,0.9220308250226654
Specificity,0.8884859474161378
FPR,0.1115140525838622
FNR,0.07796917497733455
