Metric,Score
F1,0.8821548821548821
F2,0.9212376933895922
AUC-ROC,0.9682708464608275
AUC-PR,0.9715418200502579
Accuracy,0.8731884057971014
Precision,0.8238993710691824
Recall,0.9492753623188406
Sensitivity,0.9492753623188406
Specificity,0.7971014492753623
FPR,0.20289855071728627
FNR,0.05072463767932157
