Metric,Score
F1,0.9054545454545454
AUC-ROC,0.9630067212770425
AUC-PR,0.9647318480480687
Accuracy,0.9057971014492754
Precision,0.9087591240875912
Recall,0.9021739130434783
Sensitivity,0.9021739130434783
Specificity,0.9094202898550725
FPR,0.09057971014164566
FNR,0.09782608695297731
