Metric,Score
F1,0.8995910949568378
AUC-ROC,0.9596419227541471
AUC-PR,0.9647064665102449
Accuracy,0.899818676337262
Precision,0.9016393442622951
Recall,0.8975521305530372
Sensitivity,0.8975521305530372
Specificity,0.9020852221214869
FPR,0.09791477787851315
FNR,0.10244786944696282
