Metric,Score
F1,0.9071787837219936
AUC-ROC,0.9649427219427112
AUC-PR,0.9693229587813683
Accuracy,0.9079782411604714
Precision,0.915129151291513
Recall,0.899365367180417
Sensitivity,0.899365367180417
Specificity,0.9165911151405258
FPR,0.08340888485947416
FNR,0.10063463281958296
