Metric,Score
F1,0.9099393373775082
AUC-ROC,0.967469006065219
AUC-PR,0.9669324299064852
Accuracy,0.9125113327289212
Precision,0.9375
Recall,0.8839528558476881
Sensitivity,0.8839528558476881
Specificity,0.9410698096101541
FPR,0.05893019038984588
FNR,0.11604714415231188
