Metric,Score
F1,0.9064748201438849
AUC-ROC,0.964645966490439
AUC-PR,0.9636506771924949
Accuracy,0.9057116953762466
Precision,0.8983957219251337
Recall,0.9147005444646098
Sensitivity,0.9147005444646098
Specificity,0.8967391304347826
FPR,0.10326086956521739
FNR,0.0852994555353902
