Metric,Score
F1,0.9093369418132612
AUC-ROC,0.966241824612509
AUC-PR,0.967450202925755
Accuracy,0.9088848594741614
Precision,0.9048473967684022
Recall,0.9138712601994561
Sensitivity,0.9138712601994561
Specificity,0.9038984587488668
FPR,0.09610154125113328
FNR,0.08612873980054397
